Date,Country,Category,Factors,CauseOfDeath,Sex,Age,YearsExperience,Notes,HumanErrorScore,GearFailureScore,SituationalFailureScore,PoorConditionsScore
2017-05-04,Thailand,Other,Water Landing,Drowning possibly as a result of a heart attach, Male, 69, Very Experienced, Jumper was very experienced with many jumps over many years. He seems to have had problems on exit, opened about about 3500 feet according to some witnesses and landed in the water., 5,0,6,1
